pert_id	drug_id
BRD-A71816415	pravastatin
BRD-A11170096	pravastatin
BRD-K24616672	procaine
BRD-K82941592	rosuvastatin
BRD-K28026280	simvastatin
BRD-K22134346	simvastatin
BRD-A81772229	simvastatin
BRD-K08310154	AG-1024
BRD-K34581968	BMS-536924
BRD-K13049116	BMS-754807
BRD-K32710582	EI-247
BRD-K04833372	GSK-1904529A
BRD-K86118762	linsitinib
BRD-K07667918	linsitinib
BRD-K08589866	linsitinib
BRD-K15179513	NVP-ADW742
BRD-K20696416	NVP-AEW541
BRD-K98333955	NVP-AEW541
BRD-K24696047	NVP-AEW541
BRD-K67537649	PQ-401
BRD-K62196610	AVN-944
BRD-K09372874	merimepodib
BRD-K92428153	mycophenolate-mofetil
BRD-A82772293	mepazine
BRD-A31521121	methocarbamol
BRD-K82236179	dicoumarol
BRD-K47335880	GMX-1778
BRD-K83289131	CAY-10618
BRD-K65716359	exifone
BRD-K33204703	AG-370
BRD-K29905972	axitinib
BRD-K43621685	CP-673451
BRD-K22127577	crenolanib
BRD-K78692225	leflunomide
BRD-K99749624	linifanib
BRD-K60487568	SU-4312
BRD-K20287671	SU-4312
BRD-K95763993	trapidil
BRD-K30020243	aliskiren
BRD-K81694556	VTP-27999
BRD-K99696746	fatostatin
BRD-K34185671	AMG-517
BRD-K43068349	AMG-9810
BRD-K01995783	AMG-9810
BRD-K51770398	JNJ-17203212
BRD-K08832567	naringenin
BRD-A94669766	naringenin
BRD-K21350491	phenamil
BRD-K95581532	RN-1734
BRD-K61536336	SB-366791
BRD-K59331372	SB-366791
BRD-K65991129	SB-705498
BRD-K51544265	cabozantinib
BRD-K03449891	foretinib
BRD-K69001009	golvatinib
BRD-K95655893	MAZ-51
BRD-K33193182	methylnorlichexanthone
BRD-K56277358	MGCD-265
BRD-K76694128	rebastinib
BRD-K63504947	semaxanib
BRD-K34995470	SU-1498
BRD-K53414658	tivozanib
BRD-K67831364	ZM-323881
BRD-K02526760	QS-11
BRD-A56892734	esomeprazole
BRD-A75817871	blebbistatin
BRD-K63606607	bufalin
BRD-A80502530	cinobufagin
BRD-A10420615	cyclopiazonic-acid
BRD-A26787626	cyclopiazonic-acid
BRD-K08486545	cymarin
BRD-A71459254	cymarin
BRD-K59873006	digitoxin
BRD-A93236127	digitoxin
BRD-K23478508	digoxin
BRD-K40476324	digoxin
BRD-A75144621	digoxin
BRD-A94756469	digoxin
BRD-A55962179	omeprazole
BRD-A29082194	gitoxigenin
BRD-K95412502	istaroxime
BRD-A49172652	lansoprazole
BRD-K74133369	oligomycin-a
BRD-K70555272	oligomycin-a
BRD-A81541225	oligomycin-a
BRD-K05350981	oligomycin-c
BRD-K33277808	ouabain
BRD-K35708212	ouabain
BRD-A68930007	ouabain
BRD-A46747628	ouabain
BRD-A22380646	pantoprazole
BRD-A34806832	proscillaridin
BRD-A39390670	rabeprazole
BRD-K55748775	SCH-28080
BRD-K84595254	strophanthidin
BRD-A42270467	tenatoprazole
BRD-K69023402	thapsigargin
BRD-A62809825	thapsigargin
BRD-K77390737	xanthohumol
BRD-K15014948	tranexamic-acid
BRD-K92848252	diminazene-aceturate
BRD-K68191783	ALW-II-38-3
BRD-K22096725	ALW-II-49-7
BRD-K79259477	NVP-BHG712
BRD-K19669037	GGTI-298
BRD-K09778810	FGIN-1-27
BRD-K28470988	L-690330
BRD-K69328504	L-690488
BRD-K64935403	ebelactone-b
BRD-K63343048	orlistat
BRD-K91699951	benzonatate
BRD-A53952395	prilocaine
BRD-K63126190	epinephrine
BRD-K14653796	tasquinimod
BRD-K30296925	flavokavain-b
BRD-K05926469	lenalidomide
BRD-A17883755	lenalidomide
BRD-K56700933	phenethyl-isothiocyanate
BRD-A58955223	sulforaphane
BRD-K43245338	MDL-28170
BRD-K03504028	amygdalin
BRD-K45401373	betulinic-acid
BRD-K38744518	betulinic-acid
BRD-A99449986	MT-21
BRD-K92991072	PAC-1
BRD-K50841342	PAC-1
BRD-K36258877	AZ-10417808
BRD-K64610608	EMF-BCA1-57
BRD-K11540476	EMF-BCA1-64
BRD-K64402243	ivachtin
BRD-K20197062	SA-94315
BRD-K26712974	VX-765
BRD-K08554278	bisbenzimide
BRD-K87718015	dynasore
BRD-K97810537	beclomethasone-dipropionate
BRD-A11319535	beclomethasone-dipropionate
BRD-K88025533	fingolimod
BRD-K37379014	filanesib
BRD-K64881305	ispinesib
BRD-A78377521	monastrol
BRD-K08037784	arbutin
BRD-K54262262	monobenzone
BRD-K83963101	MLN-8054
BRD-K71266197	PSB-06126
BRD-K79366068	PSB-069
BRD-K30634073	levallorphan
BRD-K71106091	fludarabine-phosphate
BRD-K49350383	thioguanine
BRD-K13078532	hydrochlorothiazide
BRD-A95869247	indapamide
BRD-A59303141	quinethazone
BRD-K43806473	camostat-mesilate
BRD-K23363278	CYT-997
BRD-K42125900	docetaxel
BRD-K63265447	docetaxel
BRD-A05821830	docetaxel
BRD-K30618791	docetaxel
BRD-K68164687	epothilone-b
BRD-K51318897	fenbendazole
BRD-K86003836	flubendazole
BRD-K91301684	noscapine
BRD-K66043364	noscapine
BRD-K89237706	noscapine
BRD-A51393488	noscapine
BRD-K52075715	oxibendazole
BRD-K86858124	paclitaxel
BRD-A63610676	paclitaxel
BRD-A28746609	paclitaxel
BRD-A23723433	paclitaxel
BRD-K02407574	parbendazole
BRD-K01188359	vinblastine
BRD-K12515392	vinblastine
BRD-A55594068	vinblastine
BRD-A85648045	vinblastine
BRD-A22783572	vinblastine
BRD-K82109576	vincristine
BRD-K74793820	vincristine
BRD-K49229349	vincristine
BRD-A60414806	vincristine
BRD-A76528577	vincristine
BRD-M30523314	vinorelbine
BRD-K10916986	vinorelbine
BRD-K69280563	vinorelbine
BRD-K97514127	vinorelbine
BRD-K62008436	paclitaxel
BRD-K87156652	carbimazole
BRD-K54416256	methimazole
BRD-K03095347	levosimendan
BRD-A84575140	pimobendan
BRD-K34730807	levodopa
BRD-K54936858	DMP-777
BRD-K15916496	clotrimazole
BRD-K25723200	azilsartan-medoxomil
BRD-A00147595	balaglitazone
BRD-A61858259	CAY-10415
BRD-K82983861	GW-0742
BRD-A15415227	GW-1929
BRD-K14880289	GW-501516
BRD-K52618540	inositol
BRD-A48430263	pioglitazone
BRD-A97437073	rosiglitazone
BRD-K15507868	tesaglitazar
BRD-A13084692	troglitazone
BRD-K00521308	ATN-161
BRD-K57252450	cilengitide
BRD-K17513304	firategrast
BRD-K12120659	GR-144053
BRD-K54095730	CMPD-1
BRD-K74065929	doramapimod
BRD-K42452249	EO-1428
BRD-K05464208	JX-401
BRD-K56195681	losmapimod
BRD-K06234293	LY-364947
BRD-K95202259	ML-3163
BRD-K95880107	PH-797804
BRD-K54330070	SB-202190
BRD-K99291625	SB-203580
BRD-A37704979	SB-203580
BRD-K82091397	SB-239063
BRD-K98143437	SB-239063
BRD-K85871428	SC-68376
BRD-K91904471	SD-169
BRD-K83607951	skepinone-l
BRD-K52751261	TAK-715
BRD-K17555800	talmapimod
BRD-K07736136	VX-702
BRD-K91900765	VX-745
BRD-K24681473	YM-155
BRD-K76703230	YM-155
BRD-A10012892	argatroban
BRD-A48261811	argatroban
BRD-K38168441	dabigatran
BRD-K57041787	dabigatran-etexilate
BRD-K73824630	skatole
BRD-K73504359	bivalirudin
BRD-K75024268	lesinurad
BRD-K95237249	probenecid
BRD-A36217750	sulfinpyrazone
BRD-K97746869	chlorpropamide
BRD-A61154809	gliclazide
BRD-K85119730	tolbutamide
BRD-A99117172	hydroxychloroquine
BRD-K10670311	sulfasalazine
BRD-A32349859	methyl-angolensate
BRD-K89085489	fenretinide
BRD-K28168037	fenretinide
BRD-A13323580	perillyl-alcohol
BRD-A62182663	YK-4279
BRD-K52172416	anastrozole
BRD-K93923542	exemestane
BRD-A73741725	exemestane
BRD-K33425534	exemestane
BRD-A25619068	fadrozole
BRD-A42153648	formestane
BRD-A26503646	formestane
BRD-A31801025	formestane
BRD-K88789588	letrozole
BRD-K56403959	ZK-756326
BRD-K81795818	exherin
BRD-K27204852	balicatib
BRD-A56020723	CA-074-Me
BRD-K22822991	odanacatib
BRD-K08417745	SID-26681509
BRD-K71467466	KPT-185
BRD-K21283037	riluzole
BRD-K84639753	safinamide
BRD-K92613113	safinamide
BRD-K96758128	WAY-213613
BRD-A20968261	WAY-213613
BRD-K92446736	zatebradine
BRD-K18678457	ZD-7288
BRD-K92241597	tosedostat
BRD-K53234107	IWP-L6
BRD-K16810791	LGK-974
BRD-A09349126	norethindrone
BRD-K14619660	altrenogest
BRD-A27554692	altrenogest
BRD-K24559712	norethindrone
BRD-K96037667	norethindrone
BRD-K83229621	noretynodrel
BRD-A00758722	noretynodrel
BRD-K80334323	noretynodrel
BRD-K81672972	dinoprost
BRD-M90449146	dinoprost
BRD-A67438293	treprostinil
BRD-K14177560	ethynodiol
BRD-K12762134	XAV-939
BRD-A50737080	CGK-733
BRD-K15592317	CP-466722
BRD-K25311561	KU-55933
BRD-A90451247	KU-60019
BRD-K26756394	VE-821
BRD-K04701033	VE-822
BRD-K14870255	R-428
BRD-K68870568	flumatinib
BRD-K27182532	metatinib
BRD-K81528515	nilotinib
GNF2	GNF-2
BRD-A14262390	guanadrel
BRD-M34926192	guanadrel
BRD-K90789829	nefazodone
BRD-A51714012	venlafaxine
BRD-K62363391	dapsone
BRD-K25310650	ormetoprim
BRD-K94830329	ataluren
BRD-K53597484	TNP-470
BRD-K01228321	cisplatin
BRD-A09722536	cyclophosphamide
BRD-A67097164	ifosfamide
BRD-K32107296	temozolomide
BRD-K35205465	geniposide
BRD-K34776109	glimepiride
BRD-K42693031	glimepiride
BRD-K52959329	mitiglinide
BRD-K84658672	nateglinide
BRD-K44353683	nateglinide
BRD-K82846253	repaglinide
BRD-K58501140	TAK-875
BRD-K06792661	narciclasine
BRD-K64857848	XMD-885
BRD-K42500029	CGP-57380
BRD-K68756823	FR-180204
BRD-K50387473	XMD-892
BRD-K91456750	sacubitril
BRD-K89337853	minodronic-acid
BRD-K05185389	risedronate
BRD-K84253429	zoledronic-acid
BRD-A54927599	KF-38789
BRD-K32531356	ammonium-perfluorocaprylate
BRD-K43187018	GDC-0349
BRD-K95885906	quercetagetin
BRD-K80700417	SGI-1776
BRD-K50691590	bortezomib
BRD-K88510285	bortezomib
BRD-K15179879	carfilzomib
BRD-K60230970	MG-132
BRD-K17140735	SCH-79797
BRD-K04623885	BIBR-1532
BRD-K19894101	MST-312
BRD-K08976401	azelaic-acid
BRD-K61036791	rucinol
BRD-A65051990	acenocoumarol
BRD-K70592963	phenindione
BRD-A49838158	phenprocoumon
BRD-K25991148	warfarin
BRD-A24514565	warfarin
BRD-K00206590	P-1075
BRD-K56478238	P-1075
BRD-A22897758	pinacidil
BRD-A43882281	pinacidil
BRD-A58207013	pinacidil
BRD-A31204924	mitotane
BRD-K13533483	cyclosporin-a
BRD-K03222093	cyclosporin-a
BRD-A38030642	cyclosporin-a
BRD-A69815203	cyclosporin-a
BRD-A64290322	cyclosporin-a
BRD-K33308633	INCA-6
BRD-K97729603	pimecrolimus
BRD-K44094599	tacrolimus
BRD-K69608737	tacrolimus
BRD-K08845546	tacrolimus
BRD-K65261396	tacrolimus
BRD-A96754982	tacrolimus
BRD-K55781385	BMS-927711
BRD-K66911501	MK-3207
BRD-K91159026	telcagepant
BRD-K50464341	berbamine
BRD-A98283014	calmidazolium
BRD-A26199074	calmidazolium
BRD-K52620403	STO-609
BRD-K45068323	W-13
BRD-K68341547	W-9
BRD-A26032986	zaldaride
BRD-K14993104	bemegride
BRD-K42260897	ezetimibe
BRD-A41519720	ezetimibe
BRD-A64406146	timofibrate
BRD-K45275534	betrixaban
BRD-K60984070	PD-166793
BRD-A75478957	PD-166793
BRD-K41445866	alfaxalone
BRD-K37439386	alfaxalone
BRD-A84174873	baclofen
BRD-K00662280	CL-218872
BRD-K29220403	eszopiclone
BRD-A66920069	fenigam
BRD-K89104321	gaboxadol
BRD-K90948141	indiplon
BRD-K28137194	loreclezole
BRD-K65678996	nefiracetam
BRD-K70883034	nimetazepam
BRD-K82255054	propofol
BRD-A93093700	temazepam
BRD-A34309505	zopiclone
BRD-A71480800	abamectin
BRD-A49046702	SKF-89976A
BRD-A72441487	stiripentol
BRD-K60160658	tiagabine
BRD-K21672174	Ro-28-1675
BRD-K01621533	acarbose
BRD-K44276885	acarbose
BRD-A16444946	acarbose
BRD-K20897876	castanospermine
BRD-A63310107	miglitol
BRD-K44779798	miglitol
BRD-K14536225	piceid
BRD-K59331299	voglibose
BRD-K84895041	BMY-45778
BRD-K27499107	carbacyclin
BRD-K18550767	bergenin
BRD-A15034104	bergenin
BRD-K69122748	diacerein
BRD-K00141480	tanshinone-iia
BRD-K39503511	quiflapon
BRD-K59574735	ubenimex
BRD-A56359832	zileuton
BRD-K00259736	colchicine
BRD-A46684810	colchicine
BRD-K48935217	epothilone
BRD-K81916719	triclabendazole
BRD-K00486786	Ro-08-2750
BRD-K98372770	L-2167
BRD-K46018455	bezafibrate
BRD-A93000692	ciglitazone
BRD-A49358627	ciprofibrate
BRD-K45252063	clofibrate
BRD-K19111024	clofibric-acid
BRD-A24560335	efatutazone
BRD-K50388907	fenofibrate
BRD-K77345217	gallic-acid
BRD-K96263742	GW-7647
BRD-K86465814	HO-013
BRD-K40656405	L-165041
BRD-K66956375	oleoylethanolamide
BRD-K01902415	pirinixic-acid
BRD-K92870997	pterostilbene
BRD-K53097745	pterostilbene
BRD-K78061844	4-PPBP
BRD-K73815512	HC-030031
BRD-K17306061	aprepitant
BRD-K52827117	aprepitant
BRD-K65170927	aprepitant
BRD-K96615647	AV-608
BRD-K83508485	FK-888
BRD-K52394958	GR-159897
BRD-A96882008	L-732138
BRD-K15791587	L-733060
BRD-K97428065	netupitant
BRD-K61097567	SB-218795
BRD-K04414442	SB-222200
BRD-K65820248	SDZ-NKT-343
BRD-A82590476	SDZ-NKT-343
BRD-K47095176	talnetant
BRD-K49456190	prima-1-met
BRD-A56592690	PX-12
BRD-K54256913	MK-1775
BRD-K26171350	adrenosterone
BRD-K17368287	adrenosterone
BRD-K21955335	carbenoxolone
BRD-K12765235	carbenoxolone
BRD-A25216804	carbenoxolone
BRD-A98702003	carbenoxolone
BRD-K43723251	chenodiol
BRD-K58685305	emodin
BRD-K56001384	antimycin-a
BRD-A67709388	antimycin-a
BRD-A52886023	antimycin-a
BRD-K08502430	angiogenesis-inhibitor
BRD-A12994259	pomalidomide
BRD-K34713073	PD-123319
BRD-A63836183	PD-123319
BRD-K46580984	phenserine
BRD-K58299615	Ro-90-7501
BRD-K66030860	salidroside
BRD-K82234479	tramiprosate
BRD-K94455792	ICG-001
BRD-K30707190	PNU-74654
BRD-A93424738	dexamethasone-acetate
BRD-A15297126	fluocinolone-acetonide
BRD-A77824596	fluocinolone-acetonide
BRD-A65767837	hydrocortisone-acetate
BRD-A25143711	hydrocortisone-valerate
BRD-K18673820	folic-acid
BRD-K80535353	enoxolone
BRD-K31385749	ivabradine
BRD-K84986517	darunavir
BRD-K40758068	efavirenz
BRD-K33226500	indinavir
BRD-K60460488	nelfinavir
BRD-K74117820	nelfinavir
BRD-K51485625	ritonavir
BRD-A03323675	ritonavir
BRD-A25004090	erastin
BRD-K14796088	berberine
BRD-K59013864	AM-24
BRD-A55946879	BW-B70C
BRD-A68891053	BW-B70C
BRD-K09900591	caffeic-acid
BRD-K84709232	caffeic-acid
BRD-K07572174	curcumin
BRD-K74148702	curcumin
BRD-K69690935	curcumin
BRD-K45542189	diethylcarbamazine
BRD-K06080977	eicosatetraynoic-acid
BRD-A80775386	hyperforin
BRD-A87130939	masoprocol
BRD-K28849549	mesalazine
BRD-A68281735	REV-5901
BRD-K48932581	cetraxate
BRD-K01039503	sofalcone
BRD-K48684885	BAY-11-7085
BRD-K36467523	bindarit
BRD-K07403598	CAY-10470
BRD-K63550407	erythromycin
BRD-A44827100	erythromycin
BRD-K51677086	erythromycin-ethylsuccinate
BRD-K15426076	iguratimod
BRD-K78599730	manumycin-a
BRD-A77216878	manumycin-a
BRD-K80970344	pyrrolidine-dithiocarbamate
BRD-K48892307	sasapyrine
BRD-K86191271	cytosporone-b
BRD-K55853390	isosorbide-dinitrate
BRD-A67605442	tetrahydrobiopterin
BRD-M61246020	fenoprofen
BRD-A81129465	fenoprofen
BRD-K62537556	4-IBP
BRD-K90777969	cutamesine
BRD-K83322645	L-693403
BRD-K57304726	PRE-084
BRD-K56558538	ambroxol
BRD-K97181089	amiloride
BRD-K97688263	benzamil
BRD-K87158025	benzamil
BRD-K72723676	benzethonium
BRD-K99121711	cinchocaine
BRD-A29734509	disopyramide
BRD-A09472452	flecainide
BRD-A97730597	hexylcaine
BRD-A75455249	kavain
BRD-K68232650	lacosamide
BRD-K93460210	lamotrigine
BRD-A92826379	lupanine
BRD-A64092382	mexiletine
BRD-K21548250	moracizine
BRD-K04196797	oxcarbazepine
BRD-K40905133	phenacemide
BRD-K75089421	procainamide
BRD-K59632282	quinidine
BRD-K70799801	quinidine
BRD-A64479082	quinidine
BRD-A97674275	ranolazine
BRD-A92670106	tocainide
BRD-K92049597	triamterene
BRD-K07390541	vinpocetine
BRD-K53318339	vinpocetine
BRD-A19374631	vinpocetine
BRD-A28095882	zonisamide
BRD-K48300629	zonisamide
BRD-K34014345	naproxol
BRD-K72029282	probucol
BRD-K75295174	alisertib
BRD-K31928526	barasertib
BRD-K07881437	danusertib
BRD-K31836715	fisetin
BRD-K36740062	GSK-1070916
BRD-K83972459	JWE-035
BRD-K53665955	MK-5108
BRD-K77286328	reversine
BRD-K71512533	SNS-314
BRD-K72703948	ZM-447439
BRD-K90239174	AMG-487
BRD-A87983072	benzotript
BRD-K31238592	devazepide
BRD-K07609981	dexloxiglumide
BRD-A29854054	lorglumide
BRD-K33864865	LY-225910
BRD-K24675965	LY-288513
BRD-A04352665	maraviroc
BRD-K14175878	MK-0812
BRD-K82850175	navarixin
BRD-K33240821	plerixafor
BRD-A44863528	proglumide
BRD-K58486055	reparixin
BRD-K87510569	RS-504393
BRD-K61323504	SB-225002
BRD-K35629949	SR-27897
BRD-M72442222	vicriviroc
BRD-K84748119	vicriviroc
BRD-K61177364	NBI-27914
BRD-K07220430	cinnarizine
BRD-A64297288	amlodipine
BRD-A22032524	amlodipine
BRD-A35519318	benidipine
BRD-K19462402	buflomedil
BRD-A07875874	cilnidipine
BRD-A02743701	cilnidipine
BRD-K74927006	cinnarizine
BRD-A01563671	cleviprex
BRD-K81272440	dantrolene
BRD-K31333309	dantrolene
BRD-K24023109	diltiazem
BRD-K81029756	diltiazem
BRD-A69636825	diltiazem
BRD-A30815329	felodipine
BRD-K29582677	flunarizine
BRD-K12184470	flunarizine
BRD-K62737565	gabapentin
BRD-A90799790	isradipine
BRD-A69927616	isradipine
BRD-K43586850	lacidipine
BRD-K05851096	lacidipine
BRD-A52282606	lacidipine
BRD-K49404994	levetiracetam
BRD-A90695733	manidipine
BRD-A32949107	MRS-1845
BRD-A63445921	nicardipine
BRD-A26711594	nicardipine
BRD-K96354014	nifedipine
BRD-A30977374	nifedipine
BRD-A43331270	niguldipine
BRD-A62336480	niguldipine
BRD-A84687895	nilvadipine
BRD-A58048407	nimodipine
BRD-A24891640	nimodipine
BRD-A84465106	nisoldipine
BRD-A96107863	nisoldipine
BRD-A02006392	nitrendipine
BRD-A12560204	nitrendipine
BRD-A68083442	pranidipine
BRD-K69556541	ryanodine
BRD-A72703248	SKF-96365
BRD-A09533288	verapamil
BRD-A52172093	VU-0413807-2
BRD-K32256916	cinnarizine
BRD-K81458380	CX-4945
BRD-A74904029	EI-231
BRD-K45770447	artemisinin
BRD-K13112821	artemisinin
BRD-K15574380	capecitabine
BRD-K61192372	capecitabine
BRD-A91877226	capecitabine
BRD-K66788707	fludarabine
BRD-A31374339	fludarabine
BRD-K72238567	fludarabine
BRD-K63430059	methoxsalen
BRD-K70327167	suramin
BRD-K32821942	azathioprine
BRD-A08187463	racecadotril
BRD-K55055802	etomidate
BRD-K24994810	androstenol
BRD-K95851186	CGP-13501
BRD-K65786282	CGP-7930
BRD-A20348246	chlormezanone
BRD-K50422030	clomethiazole
BRD-A54880345	etomidate
BRD-K75478907	GS-39783
BRD-K88143662	metharbital
BRD-A44448661	pentobarbital
BRD-A22707317	SB-205384
BRD-K34154330	tracazolate
BRD-K36386086	dolutegravir
BRD-A30205217	ethotoin
BRD-A83937277	mephenytoin
BRD-K55930204	phenytoin
BRD-K64990520	apocynin
BRD-K42417338	butorphanol-(+)-tartrate
BRD-K57927309	BW-180C
BRD-K74990253	BW-373U86
BRD-K48141473	cebranopadol
BRD-A89196962	dalargin
BRD-K41903098	diphenoxylate
BRD-A01907367	FK-33-824
BRD-A93659613	GR-89696
BRD-K73290745	ICI-199441
BRD-A37776212	ICI-204448
BRD-A32836748	leu-enkephalin
BRD-K61250553	loperamide
BRD-K25312248	matrine
BRD-K76812510	metamizole
BRD-K66404838	nalbuphine
BRD-A92651262	nalbuphine
BRD-A16934955	nalbuphine
BRD-K72904818	NNC-63-0532
BRD-K36009368	NNC-63-0532
BRD-K19284129	salvinorin-a
BRD-K28192623	spiradoline
BRD-K25699529	tapentadol
BRD-K51033547	tramadol
BRD-K04412738	tramadol
BRD-A92630576	trimebutine
BRD-K20995441	U-54494A
BRD-K95391106	prednicarbate
BRD-K46137903	prednicarbate
BRD-K61662457	CAY-10594
BRD-K19085898	darapladib
BRD-K39983086	loteprednol
BRD-K85318537	OBAA
BRD-K48029790	OBAA
BRD-A73556557	tagatose
BRD-K24844714	fluorouracil
BRD-K91966436	daunorubicin
BRD-K17210248	daunorubicin
BRD-K43389675	daunorubicin
BRD-A68009927	daunorubicin
BRD-A37630846	daunorubicin
BRD-A62879835	rifaximin
BRD-K89708791	rifaximin
BRD-K56334280	amonafide
BRD-K98490050	amsacrine
BRD-K68346641	amsacrine
BRD-K37890730	camptothecin
BRD-A30437061	camptothecin
BRD-K61468417	doxorubicin
BRD-K92093830	doxorubicin
BRD-A52530684	doxorubicin
BRD-A76941896	doxorubicin
BRD-K85985071	ellipticine
BRD-K56844688	epirubicin
BRD-A56518012	epirubicin
BRD-K37798499	etoposide
BRD-A33280134	etoposide
BRD-K46503544	etoposide
BRD-A79067928	etoposide
BRD-A18419789	etoposide
BRD-A02579693	etoposide
BRD-K69650333	idarubicin
BRD-A71390734	idarubicin
BRD-K08547377	irinotecan
BRD-K45152786	merbarone
BRD-K21680192	mitoxantrone
BRD-K83794624	pirarubicin
BRD-K89561498	SN-38
BRD-A36630025	SN-38
BRD-K09426783	TAS-103
BRD-A35588707	teniposide
BRD-K55696337	topotecan
BRD-A59985574	topotecan
BRD-K23677682	voreloxin
BRD-K31965398	aclarubicin
BRD-K22010301	JLK-6
BRD-K98143539	compound-w
BRD-K52818472	ivacaftor
BRD-K36680103	omecamtiv-mecarbil
BRD-K11292736	ambenonium
BRD-K69688083	mestinon
BRD-K25650355	physostigmine
BRD-A37052580	physostigmine
BRD-K57222227	indometacin
BRD-K80267133	aminosalicylic-acid
BRD-K67563174	acemetacin
BRD-A39172021	ampiroxicam
BRD-K70924353	amtolmetin-guacil
BRD-K88219015	asaraldehyde
BRD-K11433652	aspirin
BRD-A70182876	azapropazone
BRD-K41410256	balsalazide
BRD-K47679368	bromfenac
BRD-A17411484	carprofen
BRD-K02637541	celecoxib
BRD-K68558722	deracoxib
BRD-K43764301	dexketoprofen
BRD-K08252256	diclofenac
BRD-K06221026	DUP-697
BRD-K39339537	epirizole
BRD-A16998493	etodolac
BRD-K99260425	etodolac
BRD-A74667430	etodolac
BRD-K73541271	etofenamate
BRD-K54770957	etoricoxib
BRD-K12513978	fenbufen
BRD-K16077845	fentiazac
BRD-A17655518	ibuprofen
BRD-A75224450	ibuprofen-piconol
BRD-A16296925	indobufen
BRD-A44090213	indoprofen
BRD-K87202646	isoniazid
BRD-A75552914	isoxicam
BRD-A97739905	ketoprofen
BRD-A40639672	ketorolac
BRD-K51941867	LM-1685
BRD-A90551241	lornoxicam
BRD-K26901728	lumiracoxib
BRD-K50398167	meclofenamic-acid
BRD-K92778217	mefenamic-acid
BRD-A84174393	meloxicam
BRD-A71725768	metoxibutropate
BRD-K65146499	nabumetone
BRD-K33299843	naproxen
BRD-K59197931	naproxen
BRD-A87719232	naproxen
BRD-K04112579	nepafenac
BRD-K98763141	niflumic-acid
BRD-K76775527	nimesulide
BRD-K25394294	oxaprozin
BRD-K41524689	paracetamol
BRD-K13800121	parecoxib
BRD-K38323065	phenacetin
BRD-K10843433	phenylbutazone
BRD-A57382968	piroxicam
BRD-K21733600	rofecoxib
BRD-K94723713	rutaecarpine
BRD-K14767410	SC-560
BRD-A03427350	sulindac
BRD-A13946108	sulindac
BRD-K76525302	sulindac
BRD-A34006693	suprofen
BRD-A98378129	talniflumate
BRD-A22844106	tenoxicam
BRD-A72988804	tiaprofenic-acid
BRD-K82562631	tolmetin
BRD-K71696703	triflusal
BRD-K87991767	umbelliferone
BRD-K12994359	valdecoxib
BRD-A38076815	glafenine
BRD-K71350836	butalbital
BRD-A04668240	CGP-52432
BRD-A55369275	CGP-54626
BRD-A89672324	CGP-55845
BRD-K79905821	gabazine
BRD-K93280214	gabazine
BRD-A67433117	NCS-382
BRD-A85025557	NCS-382
BRD-A91822151	picrotin
BRD-M47793593	picrotoxin
BRD-A15597386	picrotoxin
BRD-A37817666	picrotoxin
BRD-K32247306	primidone
BRD-K62609077	scoulerine
BRD-K26813314	protoporphyrin-ix
BRD-K23248433	camicinal
BRD-K53903639	CHEMBL-1222381
BRD-K82677201	almitrine
BRD-K53737926	amitriptyline
BRD-K20372197	droxidopa
BRD-K21547160	sufentanil
BRD-K82135108	elesclomol
BRD-K88807631	elacridar
BRD-K00337317	NU-7441
BRD-K09353376	tariquidar
BRD-K19412342	valspodar
BRD-K70557564	zosuquidar
BRD-K98684188	GSK-0660
BRD-A72596465	GW-6471
BRD-K93258693	GW-9662
BRD-A72066420	mifobate
BRD-K31843556	T-0070907
BRD-K05361803	SC-10
BRD-K72462751	C-1
BRD-K54665485	R-59022
BRD-K01507359	rifampicin
BRD-K70578146	dactinomycin
BRD-A73909368	dactinomycin
BRD-A83892713	rifampicin
BRD-K99912150	rifampicin
BRD-K28346421	rifapentine
BRD-K55889443	rifapentine
BRD-K81601344	rifapentine
BRD-K22429181	retinol
BRD-K13927029	retinol
BRD-K71879491	tretinoin
BRD-K06926592	tretinoin
BRD-K64634304	tretinoin
BRD-A93255169	thalidomide
BRD-K23728141	tafamidis-meglumine
BRD-K60762818	desipramine
BRD-K54759182	dosulepin
BRD-K03319035	maprotiline
BRD-K25433859	maprotiline
BRD-K91263825	nortriptyline
BRD-K42098891	protriptyline
BRD-A19195498	trimipramine
BRD-A68650781	epitiostanol
BRD-K02314383	epitiostanol
BRD-K43149758	myricetin
BRD-K43544024	oxandrolone
BRD-K92467929	oxandrolone
BRD-A23637604	oxymetholone
BRD-A93291428	oxymetholone
BRD-K89657519	testosterone-enanthate
BRD-A48720949	testosterone-propionate
BRD-A82522119	tibolone
BRD-K10467831	tibolone
BRD-K75527158	alendronic-acid
BRD-K72542090	clodronic-acid
BRD-K37949327	etidronic-acid
BRD-K58513245	pamidronate
BRD-A05457250	BAY-K8644
BRD-K73838513	cinacalcet
BRD-K78959463	FPL-64176
BRD-K54210043	NS-1619
BRD-K71799949	carbamazepine
BRD-K32610195	androstenedione
BRD-K73881242	arbidol
BRD-K51040301	cobicistat
BRD-K19761926	eplerenone
BRD-A39969961	eplerenone
BRD-A35033682	eriodictyol
BRD-K49577446	flunisolide
BRD-K18674849	flunisolide
BRD-A65449987	flunisolide
BRD-K46862739	metyrapone
BRD-K00674894	orteronel
BRD-A12409803	orteronel
BRD-A92585442	RU-28318
