code1	code2	code3	code4	code5	class1	class2	class3	class4	class5	drug
R	R05	R05D	R05DB	R05DB27	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Levodropropizine	levodropropizine
R	R05	R05D	R05DB	R05DB28	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Dimethoxanate	dimethoxanate
R	R05	R05D	R05DB	R05DB29	Respiratory System	Cough And Cold Preparations	Cough Suppressants, Excl. Combinations With Expectorants	Other cough suppressants	Gefapixant	gefapixant
R	R06	R06A	R06AA	R06AA01	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Bromodiphenhydramine	bromodiphenhydramine
R	R06	R06A	R06AA	R06AA02	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Diphenhydramine	diphenhydramine
R	R06	R06A	R06AA	R06AA04	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Clemastine	clemastine
R	R06	R06A	R06AA	R06AA06	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Chlorphenoxamine	chlorphenoxamine
R	R06	R06A	R06AA	R06AA07	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Diphenylpyraline	diphenylpyraline
R	R06	R06A	R06AA	R06AA08	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Carbinoxamine	carbinoxamine
R	R06	R06A	R06AA	R06AA09	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Doxylamine	doxylamine
R	R06	R06A	R06AA	R06AA10	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Trimethobenzamide	trimethobenzamide
R	R06	R06A	R06AA	R06AA11	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Dimenhydrinate	dimenhydrinate
R	R06	R06A	R06AA	R06AA52	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Diphenhydramine	diphenhydramine
R	R06	R06A	R06AA	R06AA54	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Clemastine	clemastine
R	R06	R06A	R06AA	R06AA56	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Chlorphenoxamine	chlorphenoxamine
R	R06	R06A	R06AA	R06AA57	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Diphenylpyraline	diphenylpyraline
R	R06	R06A	R06AA	R06AA59	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Aminoalkyl ethers	Doxylamine	doxylamine
R	R06	R06A	R06AB	R06AB01	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Brompheniramine	brompheniramine
R	R06	R06A	R06AB	R06AB02	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Dexchlorpheniramine	dexchlorpheniramine
R	R06	R06A	R06AB	R06AB03	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Dimetindene	dimetindene
R	R06	R06A	R06AB	R06AB04	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Chlorpheniramine	chlorpheniramine
R	R06	R06A	R06AB	R06AB05	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Pheniramine	pheniramine
R	R06	R06A	R06AB	R06AB06	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Dexbrompheniramine	dexbrompheniramine
R	R06	R06A	R06AB	R06AB07	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Talastine	talastine
R	R06	R06A	R06AB	R06AB51	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Brompheniramine	brompheniramine
R	R06	R06A	R06AB	R06AB52	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Dexchlorpheniramine	dexchlorpheniramine
R	R06	R06A	R06AB	R06AB54	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Chlorpheniramine	chlorpheniramine
R	R06	R06A	R06AB	R06AB56	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted alkylamines	Dexbrompheniramine	dexbrompheniramine
R	R06	R06A	R06AC	R06AC01	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted ethylene diamines	Mepyramine	mepyramine
R	R06	R06A	R06AC	R06AC02	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted ethylene diamines	Histapyrrodine	histapyrrodine
R	R06	R06A	R06AC	R06AC03	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted ethylene diamines	Chloropyramine	chloropyramine
R	R06	R06A	R06AC	R06AC04	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted ethylene diamines	Tripelennamine	tripelennamine
R	R06	R06A	R06AC	R06AC05	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted ethylene diamines	Methapyrilene	methapyrilene
R	R06	R06A	R06AC	R06AC06	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted ethylene diamines	Thonzylamine	thonzylamine
R	R06	R06A	R06AC	R06AC52	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted ethylene diamines	Histapyrrodine	histapyrrodine
R	R06	R06A	R06AC	R06AC53	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Substituted ethylene diamines	Chloropyramine	chloropyramine
R	R06	R06A	R06AD	R06AD01	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Alimemazine	alimemazine
R	R06	R06A	R06AD	R06AD02	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Promethazine	promethazine
R	R06	R06A	R06AD	R06AD03	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Thiethylperazine	thiethylperazine
R	R06	R06A	R06AD	R06AD04	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Methdilazine	methdilazine
R	R06	R06A	R06AD	R06AD05	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Hydroxyethylpromethazine	hydroxyethylpromethazine
R	R06	R06A	R06AD	R06AD06	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Thiazinam	thiazinam
R	R06	R06A	R06AD	R06AD07	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Mequitazine	mequitazine
R	R06	R06A	R06AD	R06AD08	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Oxomemazine	oxomemazine
R	R06	R06A	R06AD	R06AD09	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Isothipendyl	isothipendyl
R	R06	R06A	R06AD	R06AD52	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Promethazine	promethazine
R	R06	R06A	R06AD	R06AD55	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Phenothiazine derivatives	Hydroxyethylpromethazine	hydroxyethylpromethazine
R	R06	R06A	R06AE	R06AE01	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Buclizine	buclizine
R	R06	R06A	R06AE	R06AE03	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Cyclizine	cyclizine
R	R06	R06A	R06AE	R06AE04	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Chlorcyclizine	chlorcyclizine
R	R06	R06A	R06AE	R06AE05	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Meclizine	meclizine
R	R06	R06A	R06AE	R06AE06	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Oxatomide	oxatomide
R	R06	R06A	R06AE	R06AE07	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Cetirizine	cetirizine
R	R06	R06A	R06AE	R06AE09	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Levocetirizine	levocetirizine
R	R06	R06A	R06AE	R06AE51	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Buclizine	buclizine
R	R06	R06A	R06AE	R06AE53	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Cyclizine	cyclizine
R	R06	R06A	R06AE	R06AE55	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Piperazine derivatives	Meclizine	meclizine
R	R06	R06A	R06AX	R06AX01	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Bamipine	bamipine
R	R06	R06A	R06AX	R06AX02	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Cyproheptadine	cyproheptadine
R	R06	R06A	R06AX	R06AX03	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Thenalidine	thenalidine
R	R06	R06A	R06AX	R06AX04	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Phenindamine	phenindamine
R	R06	R06A	R06AX	R06AX05	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Antazoline	antazoline
R	R06	R06A	R06AX	R06AX07	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Triprolidine	triprolidine
R	R06	R06A	R06AX	R06AX08	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Pyrrobutamine	pyrrobutamine
R	R06	R06A	R06AX	R06AX09	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Azatadine	azatadine
R	R06	R06A	R06AX	R06AX11	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Astemizole	astemizole
R	R06	R06A	R06AX	R06AX12	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Terfenadine	terfenadine
R	R06	R06A	R06AX	R06AX13	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Loratadine	loratadine
R	R06	R06A	R06AX	R06AX15	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Mebhydrolin	mebhydrolin
R	R06	R06A	R06AX	R06AX16	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Deptropine	deptropine
R	R06	R06A	R06AX	R06AX17	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Ketotifen	ketotifen
R	R06	R06A	R06AX	R06AX18	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Acrivastine	acrivastine
R	R06	R06A	R06AX	R06AX19	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Azelastine	azelastine
R	R06	R06A	R06AX	R06AX21	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Tritoqualine	tritoqualine
R	R06	R06A	R06AX	R06AX22	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Ebastine	ebastine
R	R06	R06A	R06AX	R06AX23	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Pimethixene	pimethixene
R	R06	R06A	R06AX	R06AX24	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Epinastine	epinastine
R	R06	R06A	R06AX	R06AX25	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Mizolastine	mizolastine
R	R06	R06A	R06AX	R06AX26	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Fexofenadine	fexofenadine
R	R06	R06A	R06AX	R06AX27	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Desloratadine	desloratadine
R	R06	R06A	R06AX	R06AX28	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Rupatadine	rupatadine
R	R06	R06A	R06AX	R06AX29	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Bilastine	bilastine
R	R06	R06A	R06AX	R06AX31	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Quifenadine	quifenadine
R	R06	R06A	R06AX	R06AX32	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Sequifenadine	sequifenadine
R	R06	R06A	R06AX	R06AX53	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Thenalidine	thenalidine
R	R06	R06A	R06AX	R06AX58	Respiratory System	Antihistamines For Systemic Use	Antihistamines For Systemic Use	Other antihistamines for systemic use	Pyrrobutamine	pyrrobutamine
R	R07	R07A	R07AA	R07AA01	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Lung surfactants	Colfosceril palmitate	colfosceril palmitate
R	R07	R07A	R07AB	R07AB01	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Doxapram	doxapram
R	R07	R07A	R07AB	R07AB02	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Nikethamide	nikethamide
R	R07	R07A	R07AB	R07AB03	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Pentetrazol	pentetrazol
R	R07	R07A	R07AB	R07AB04	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Etamivan	etamivan
R	R07	R07A	R07AB	R07AB05	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Bemegride	bemegride
R	R07	R07A	R07AB	R07AB06	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Prethcamide	prethcamide
R	R07	R07A	R07AB	R07AB07	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Almitrine	almitrine
R	R07	R07A	R07AB	R07AB08	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Dimefline	dimefline
R	R07	R07A	R07AB	R07AB09	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Mepixanox	mepixanox
R	R07	R07A	R07AB	R07AB52	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Nikethamide	nikethamide
R	R07	R07A	R07AB	R07AB53	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Respiratory stimulants	Pentetrazol	pentetrazol
R	R07	R07A	R07AX	R07AX01	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Other respiratory system products	Nitric Oxide	nitric oxide
R	R07	R07A	R07AX	R07AX02	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Other respiratory system products	Ivacaftor	ivacaftor
R	R07	R07A	R07AX	R07AX30	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Other respiratory system products	Ivacaftor	ivacaftor
R	R07	R07A	R07AX	R07AX30	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Other respiratory system products	Lumacaftor	lumacaftor
R	R07	R07A	R07AX	R07AX31	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Other respiratory system products	Ivacaftor	ivacaftor
R	R07	R07A	R07AX	R07AX31	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Other respiratory system products	Tezacaftor	tezacaftor
R	R07	R07A	R07AX	R07AX32	Respiratory System	Other Respiratory System Products	Other Respiratory System Products	Other respiratory system products	Ivacaftor	ivacaftor
